Sammanfattning;Aktiebolagskommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 behandlar//VB|PRS|AKT//ROOT//1 i//PP//case//4 förevarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 betänkande//NN|NEU|SIN|IND|NOM//obl//1 dels//KN//advmod//6 frågan//NN|UTR|SIN|DEF|NOM//obj//1 om//PP//case//10 s.k.//AB|AN//amod//10 styrelselösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//10 bolag//NN|NEU|PLU|IND|NOM//nmod//6 ,//MID//punct//6 dels//KN//advmod//13 likvidation//NN|UTR|SIN|IND|NOM//appos//6 av//PP//case//15 aktiebolag//NN|NEU|PLU|IND|NOM//nmod//13 .//MAD//punct//1
Kan tidsfristerna i likvidationsförfarandet förkortas?;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//79 kan//VB|PRS|AKT//aux//79 därför//AB//advmod//79 inte//AB//advmod//79 göras//VB|INF|SFO//parataxis//10 mycket//AB|POS//advmod//81 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//79 .//MAD//punct//10
Kan tidsfristerna i likvidationsförfarandet förkortas?;Påminnelseinstitutet//NN|NEU|SIN|DEF|NOM//nsubj//84 framstår//VB|PRS|AKT//parataxis//10 också//AB//advmod//84 som//KN//mark//87 förhållandevis//AB//advmod//84 effektivt//AB|POS//advmod//84 med//PP//case//94 hänsyn//NN|UTR|SIN|IND|NOM//fixed//89 till//PP//fixed//89 den//DT|UTR|SIN|DEF//det//94 begränsade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//94 myndighetsinsatsen//NN|UTR|SIN|DEF|NOM//obl//84 .//MAD//punct//84
Kan tidsfristerna i likvidationsförfarandet förkortas?;I//PP//case//98 60//RG|NOM//nummod//98 procent//NN|UTR|PLU|IND|NOM//obl//101 av//PP//case//100 fallen//NN|NEU|PLU|DEF|NOM//nmod//98 räcker//VB|PRS|AKT//parataxis//84 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//101 med//PP//case//105 en//DT|UTR|SIN|IND//det//105 påminnelse//NN|UTR|SIN|IND|NOM//obl//101 för//PP//mark//110 att//SN//mark//110 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//110 skall//VB|PRS|AKT//aux//110 vidtaga//VB|INF|AKT//advcl//101 rättelse//NN|UTR|SIN|IND|NOM//obj//110 .//MAD//punct//84
Kan tidsfristerna i likvidationsförfarandet förkortas?;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//114 anser//VB|PRS|AKT//parataxis//84 därför//AB//mark//119 att//SN//fixed//115 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//119 inte//AB//advmod//119 finns//VB|PRS|SFO//ccomp//114 skäl//NN|NEU|PLU|IND|NOM//obj//119 att//IE//mark//122 ändra//VB|INF|AKT//acl//120 i//PP//case//126 de//DT|UTR/NEU|PLU|DEF//det//126 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//126 påminnelserutinerna//NN|UTR|PLU|DEF|NOM//obl//122 .//MAD//punct//10
Kan tidsfristerna i likvidationsförfarandet förkortas?;Tiden//NN|UTR|SIN|DEF|NOM//ROOT//0 för//PP//case//2 yttrande//NN|NEU|SIN|IND|NOM//nmod//0
Kan tidsfristerna i likvidationsförfarandet förkortas?;Om//SN//mark//3 ett//DT|NEU|SIN|IND//det//2 bolag//NN|NEU|SIN|IND|NOM//nsubj//3 får//VB|PRS|AKT//advcl//19 en//DT|UTR|SIN|IND//det//5 påminnelse//NN|UTR|SIN|IND|NOM//obj//3 om//PP//mark//8 att//IE//mark//8 vidtaga//VB|INF|AKT//acl//5 rättelse//NN|UTR|SIN|IND|NOM//obj//8 men//KN//cc//12 inte//AB//advmod//12 anmäler//VB|PRS|AKT//conj//8 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//14 styrelse//NN|UTR|SIN|IND|NOM//obj//12 inom//PP//case//17 angiven//PC|PRF|UTR|SIN|IND|NOM//amod//17 tid//NN|UTR|SIN|IND|NOM//obl//12 ,//MID//punct//19 går//VB|PRS|AKT//ROOT//19 PRV//PM|NOM//nsubj//19 vidare//AB|KOM//advmod//19 och//KN//cc//23 utfärdar//VB|PRS|AKT//conj//19 ett//DT|NEU|SIN|IND//det//25 föreläggande//NN|NEU|SIN|IND|NOM//obj//23 för//PP//case//27 bolaget//NN|NEU|SIN|DEF|NOM//nmod//25 samt//KN//cc//30 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//30 aktieägare//NN|UTR|PLU|IND|NOM//conj//27 och//KN//cc//32 borgenärer//NN|UTR|PLU|IND|NOM//conj//30 att//IE//mark//37 inom//PP//case//36 viss//JJ|POS|UTR|SIN|IND|NOM//amod//36 tid//NN|UTR|SIN|IND|NOM//obl//37 komma//VB|INF|AKT//xcomp//23 in//PL//compound:prt//37 med//PP//case//41 ett//DT|NEU|SIN|IND//det//41 yttrande//NN|NEU|SIN|IND|NOM//obl//37 i//PP//case//43 frågan//NN|UTR|SIN|DEF|NOM//nmod//41 om//SN//mark//47 bolaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//47 skall//VB|PRS|AKT//aux//47 försättas//VB|INF|SFO//advcl//37 i//PP//case//49 likvidation//NN|UTR|SIN|IND|NOM//obl//47 .//MAD//punct//19
Kan tidsfristerna i likvidationsförfarandet förkortas?;Tiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//52 bestäms//VB|PRS|SFO//parataxis//19 av//PP//case//54 PRV//PM|NOM//obl:agent//52 med//PP//case//57 hänsyn//NN|UTR|SIN|IND|NOM//fixed//55 tagen//PC|PRF|UTR|SIN|IND|NOM//advmod//52 till//PP//mark//62 att//SN//mark//62 föreläggandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//62 skall//VB|PRS|AKT//aux//62 kungöras//VB|INF|SFO//advcl//52 i//PP//case//67 Post-//NN|UTR|-|-|SMS//nmod:poss//67 och//KN//cc//66 Inrikes//PM|GEN//conj//64 Tidningar//PM|NOM//obl//62 minst//AB|SUV//advmod//69 två//RG|NOM//nummod//73 och//KN//cc//72 högst//AB|SUV//advmod//72 fyra//RG|NOM//conj//69 månader//NN|UTR|PLU|IND|NOM//obl//62 före//PP//case//75 utgången//NN|UTR|SIN|DEF|NOM//nmod//73 av//PP//case//79 den//DT|UTR|SIN|DEF//det//79 utsatta//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//79 tiden//NN|UTR|SIN|DEF|NOM//nmod//75 .//MAD//punct//19
Kan tidsfristerna i likvidationsförfarandet förkortas?;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//86 är//VB|PRS|AKT//cop//86 i//PP//case//84 praktiken//NN|UTR|SIN|DEF|NOM//obl//86 inte//AB//advmod//86 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//19 att//IE//mark//88 kungöra//VB|INF|AKT//csubj//86 föreläggandet//NN|NEU|SIN|DEF|NOM//obj//88 samma//DT|UTR/NEU|SIN/PLU|IND//det//91 dag//NN|UTR|SIN|IND|NOM//obj//88 som//HA//mark//94 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//94 meddelas//VB|PRS|SFO//acl:relcl//91 .//MAD//punct//86
Kan tidsfristerna i likvidationsförfarandet förkortas?;Minsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//97 tid//NN|UTR|SIN|IND|NOM//nsubj//100 för//PP//case//99 yttrandet//NN|NEU|SIN|DEF|NOM//nmod//97 blir//VB|PRS|AKT//parataxis//86 därför//AB//advmod//100 drygt//AB|POS//advmod//103 två//RG|NOM//nummod//104 månader//NN|UTR|PLU|IND|NOM//obl//100 .//MAD//punct//86
Kan tidsfristerna i likvidationsförfarandet förkortas?;Enligt//PP//case//107 PRV//PM|NOM//obl//111 ://MID//punct//107 s//NN|AN//amod//110 rutiner//NN|UTR|PLU|IND|NOM//nmod//107 bestäms//VB|PRS|SFO//conj//19 tiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//111 regelmässigt//AB|POS//advmod//111 till//PP//case//115 två//RG|NOM//obl//111 och//KN//cc//119 en//DT|UTR|SIN|IND//det//119 halv//JJ|POS|UTR|SIN|IND|NOM//fixed//117 månad//NN|UTR|SIN|IND|NOM//conj//115 vilket//HP|NEU|SIN|IND//nsubj//128 tillsammans//AB//advmod//124 med//PP//case//124 en//DT|UTR|SIN|IND//det//124 påminnelsetid//NN|UTR|SIN|IND|NOM//obl//128 om//PP//case//127 sex//RG|NOM//nummod//127 veckor//NN|UTR|PLU|IND|NOM//nmod//124 innebär//VB|PRS|AKT//acl:relcl//119 att//SN//mark//136 ett//DT|NEU|SIN|IND//det//131 bolag//NN|NEU|SIN|IND|NOM//nsubj:pass//136 utan//PP//case//134 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//134 styrelse//NN|UTR|SIN|IND|NOM//nmod//131 normalt//AB|POS//advmod//136 försätts//VB|PRS|SFO//ccomp//128 i//PP//case//138 likvidation//NN|UTR|SIN|IND|NOM//obl//136 drygt//AB|POS//advmod//140 fyra//RG|NOM//nummod//141 månader//NN|UTR|PLU|IND|NOM//obl//136 efter//PP//case//143 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//136 att//SN//mark//146 PRV//PM|NOM//nsubj//146 inlett//VB|SUP|AKT//advcl//136 förfarandet//NN|NEU|SIN|DEF|NOM//obj//146 .//MAD//punct//19
Kan tidsfristerna i likvidationsförfarandet förkortas?;Ett//DT|NEU|SIN|IND//det//1 likvidationsförfarande//NN|NEU|SIN|IND|NOM//nsubj//20 på//PP//case//8 grund//NN|UTR|SIN|IND|NOM//fixed//2 av//PP//fixed//2 en//DT|UTR|SIN|IND//det//8 så//AB//advmod//7 allvarlig//JJ|POS|UTR|SIN|IND|NOM//amod//8 brist//NN|UTR|SIN|IND|NOM//nmod//1 som//KN//mark//12 att//SN//mark//12 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//12 saknar//VB|PRS|AKT//acl//1 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//14 styrelse//NN|UTR|SIN|IND|NOM//obj//12 bör//VB|PRS|AKT//aux//20 enligt//PP//case//18 kommitténs//NN|UTR|SIN|DEF|GEN//nmod:poss//18 mening//NN|UTR|SIN|IND|NOM//obl//20 inte//AB//advmod//20 ta//VB|INF|AKT//ROOT//20 så//AB//advmod//22 lång//JJ|POS|UTR|SIN|IND|NOM//amod//23 tid//NN|UTR|SIN|IND|NOM//obj//20 som//HA//obj//26 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 gör//VB|PRS|AKT//acl:relcl//23 med//PP//case//29 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 regler//NN|UTR|PLU|IND|NOM//obl//26 och//KN//cc//31 PRV//PM|NOM//conj//29 ://MID//punct//31 s//NN|NEU|SIN|IND|GEN//case//35 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//35 rutiner//NN|UTR|PLU|IND|NOM//appos//31 .//MAD//punct//20
Kan tidsfristerna i likvidationsförfarandet förkortas?;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//38 föreslår//VB|PRS|AKT//parataxis//20 därför//AB//mark//46 att//SN//fixed//39 tiden//NN|UTR|SIN|DEF|NOM//nsubj:pass//46 för//PP//case//43 yttrandet//NN|NEU|SIN|DEF|NOM//nmod//41 i//PP//case//45 lagen//NN|UTR|SIN|DEF|NOM//nmod//43 bestäms//VB|PRS|SFO//advcl//38 till//PP//case//50 minst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//advmod//49 en//RG|UTR|SIN|IND|NOM//det//50 månad//NN|UTR|SIN|IND|NOM//obl//46 .//MAD//punct//20
Kan tidsfristerna i likvidationsförfarandet förkortas?;Ett//DT|NEU|SIN|IND//det//53 bolag//NN|NEU|SIN|IND|NOM//nsubj:pass//62 som//HP|-|-|-//nsubj//55 saknar//VB|PRS|AKT//acl:relcl//53 behörig//JJ|POS|UTR|SIN|IND|NOM//amod//57 styrelse//NN|UTR|SIN|IND|NOM//obj//55 kommer//VB|PRS|AKT//aux//62 då//AB//advmod//62 att//IE//mark//62 kunna//VB|INF|AKT//aux//62 försättas//VB|INF|SFO//parataxis//20 i//PP//case//64 likvidation//NN|UTR|SIN|IND|NOM//obl//62 på//PP//case//67 sex//RG|NOM//nummod//67 veckor//NN|UTR|PLU|IND|NOM//obl//62 plus//AB//case//70 en//RG|UTR|SIN|IND|NOM//det//70 månad//NN|UTR|SIN|IND|NOM//obl//62 ,//MID//punct//62 dvs.//AB|AN//advmod//75 drygt//AB|POS//advmod//74 två//RG|NOM//nummod//75 månader//NN|UTR|PLU|IND|NOM//nsubj:pass//79 från//PP//case//78 det//DT|NEU|SIN|DEF//det//78 förfarandet//NN|NEU|SIN|DEF|NOM//nmod//75 inleddes//VB|PRT|SFO//conj//62 .//MAD//punct//20
Kan tidsfristerna i likvidationsförfarandet förkortas?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//82 innebär//VB|PRS|AKT//parataxis//20 en//DT|UTR|SIN|IND//det//84 halvering//NN|UTR|SIN|IND|NOM//obj//82 av//PP//case//86 tiden//NN|UTR|SIN|DEF|NOM//nmod//84 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//90 med//PP//case//90 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 ordning//NN|UTR|SIN|IND|NOM//obl//82 .//MAD//punct//82
Kan tidsfristerna i likvidationsförfarandet förkortas?;Kungörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//0 av//PP//case//2 föreläggandet//NN|NEU|SIN|DEF|NOM//nmod//0
Kan tidsfristerna i likvidationsförfarandet förkortas?;Den//DT|UTR|SIN|DEF//det//2 minsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//2 tid//NN|UTR|SIN|IND|NOM//ROOT//2 för//PP//case//4 föreläggande//NN|NEU|SIN|IND|NOM//amod//2 som//HP|-|-|-//nsubj:pass//7 kan//VB|PRS|AKT//aux//7 tillämpas//VB|INF|SFO//acl:relcl//4 anges//VB|INF|SFO//xcomp//7 i//PP//case//10 lagen//NN|UTR|SIN|DEF|NOM//obl//8 med//PP//case//14 utgångspunkt//NN|UTR|SIN|IND|NOM//fixed//11 i//PP//fixed//11 dagen//NN|UTR|SIN|DEF|NOM//nmod//10 för//PP//mark//16 kungörande//NN|NEU|SIN|IND|NOM//obl//8 av//PP//case//18 föreläggandet//NN|NEU|SIN|DEF|NOM//nmod//16 i//PP//case//20 Post-//NN|UTR|-|-|SMS//nmod//18 och//KN//cc//22 Inrikes//PM|GEN//conj//20 Tidningar//PM|NOM//obl//16 .//MAD//punct//2
Kan tidsfristerna i likvidationsförfarandet förkortas?;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//26 väcker//VB|PRS|AKT//parataxis//2 frågan//NN|UTR|SIN|DEF|NOM//obj//26 om//SN//mark//31 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//31 är//VB|PRS|AKT//cop//31 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//27 att//IE//mark//33 avskaffa//VB|INF|AKT//csubj//31 kungörelseförfarandet//NN|NEU|SIN|DEF|NOM//obj//33 .//MAD//punct//2
Kan tidsfristerna i likvidationsförfarandet förkortas?;Kommittén//NN|UTR|SIN|DEF|NOM//nsubj//1 besvarar//VB|PRS|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//3 frågan//NN|UTR|SIN|DEF|NOM//obj//1 nekande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//1 .//MID//punct//1
Kan tidsfristerna i likvidationsförfarandet förkortas?;Att//SN//mark//8 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//8 riskerar//VB|PRS|AKT//ccomp//1 att//IE//mark//10 försättas//VB|INF|SFO//xcomp//8 i//PP//case//12 likvidation//NN|UTR|SIN|IND|NOM//obl//10 kan//VB|PRS|AKT//aux//14 ha//VB|INF|AKT//conj//1 stor//JJ|POS|UTR|SIN|IND|NOM//amod//16 betydelse//NN|UTR|SIN|IND|NOM//obj//14 för//PP//case//19 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//19 aktieägare//NN|UTR|PLU|IND|NOM//obl//14 och//KN//cc//21 borgenärer//NN|UTR|PLU|IND|NOM//conj//19 .//MAD//punct//1
Kan tidsfristerna i likvidationsförfarandet förkortas?;Dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj//25 måste//VB|PRS|AKT//aux//25 ha//VB|INF|AKT//parataxis//1 möjlighet//NN|UTR|SIN|IND|NOM//obj//25 att//IE//mark//28 bevaka//VB|INF|AKT//acl//26 att//SN//mark//32 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//32 inte//AB//advmod//32 upphör//VB|PRS|AKT//ccomp//28 utan//PP//mark//36 att//SN//mark//36 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//36 får//VB|PRS|AKT//advcl//32 kännedom//NN|UTR|SIN|IND|NOM//obj//36 om//PP//case//39 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//36 .//MAD//punct//25
Kan tidsfristerna i likvidationsförfarandet förkortas?;En//DT|UTR|SIN|IND//det//43 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//43 bevakning//NN|UTR|SIN|IND|NOM//obj//46 kan//VB|PRS|AKT//aux//46 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//46 uppnå//VB|INF|AKT//parataxis//25 genom//PP//mark//49 att//IE//mark//49 läsa//VB|INF|AKT//advcl//46 Post-//NN|UTR|-|-|SMS//obj//49 och//KN//cc//52 Inrikes//PM|GEN//conj//50 Tidningar//NN|UTR|PLU|IND|NOM//conj//50 .//MID//punct//25
Kan tidsfristerna i likvidationsförfarandet förkortas?;Om//SN//mark//57 kungörelseplikten//NN|UTR|SIN|DEF|NOM//nsubj//57 försvinner//VB|PRS|AKT//advcl//58 finns//VB|PRS|SFO//parataxis//25 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//58 ingen//DT|UTR|SIN|IND//det//66 annan//JJ|POS|UTR|SIN|IND|NOM//amod//66 lika//AB//advmod//63 enkel//JJ|POS|UTR|SIN|IND|NOM//amod//66 och//KN//cc//65 billig//JJ|POS|UTR|SIN|IND|NOM//conj//63 möjlighet//NN|UTR|SIN|IND|NOM//nsubj//58 att//IE//mark//68 ordna//VB|INF|AKT//acl//66 denna//DT|UTR|SIN|DEF//det//70 bevakning//NN|UTR|SIN|IND|NOM//obj//68 .//MAD//punct//58
